marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
2,22,0,2,sleeping,0,891648,green,2,12,883,panaji,6,telugu,1,13,31,rock,1,1,outdoor,soft,1,8
0,16,0,4,dancing,0,2651024,purple,2,8,379,jaipur,8,kannada,0,16,15,cover,0,1,indoor,fluffy,2,4
2,59,0,1,acting,1,7850318,red,4,5,1682,hyderbad,2,punjabi,1,17,29,romantic,0,1,augmented,soft,0,4
2,53,1,2,dancing,1,837270,purple,2,5,2389,imphal,6,kannada,1,21,6,soft,0,0,indoor,hard,2,8
0,27,0,2,dancing,0,6153800,yellow,7,5,3749,itanagar,6,malayalam,1,12,29,jaaz,1,0,indoor,soft,0,3
0,36,0,2,acting,0,589089,blue,2,12,897,chandigarh,21,kannada,1,14,8,soft,0,1,outdoor,fluffy,2,9
2,28,0,3,sports,0,9525596,black,2,10,1503,itanagar,5,telugu,1,9,30,jaaz,1,1,indoor,matte,2,8
2,51,1,2,watching,0,257205,yellow,2,9,1633,jammu,29,punjabi,1,16,39,romantic,1,1,indoor,silky,0,8
2,31,0,1,reading,1,436464,black,1,5,3467,mumbai,3,hindi,1,14,19,rock,0,1,outdoor,silky,2,8
1,10,0,2,acting,0,7135245,blue,1,9,3139,vijayawada,6,tamil,0,23,26,cover,0,0,outdoor,hard,0,6
1,22,0,3,reading,1,6941819,black,7,12,3214,ranchi,5,kannada,1,12,18,romantic,1,0,virtual,fluffy,1,1
0,31,0,2,singing,1,7508875,pink,8,10,2372,dehradun,4,telugu,1,12,1,jaaz,1,1,outdoor,soft,0,3
2,24,1,1,traveling,1,218690,orange,8,10,3467,chennai,1,punjabi,1,14,19,metallic,0,1,virtual,hard,2,6
0,14,0,1,cooking,0,2462054,black,2,8,2558,gangtok,23,telugu,1,21,3,romantic,0,1,outdoor,silky,2,9
0,56,0,2,volunteering,0,8543553,blue,3,10,1869,lucknow,2,tamil,1,21,20,cover,0,0,virtual,fluffy,2,4
3,14,0,1,traveling,1,148716,grey,8,9,1987,patna,3,marathi,0,21,10,metallic,0,1,virtual,silky,2,6
0,19,0,1,sports,0,949312,white,1,12,2832,dehradun,3,malayalam,1,14,29,metallic,1,0,outdoor,matte,2,10
0,46,1,3,acting,0,6394389,red,4,5,1932,raipur,5,telugu,1,13,29,jaaz,0,0,outdoor,silky,0,4
3,48,0,2,reading,1,4983019,yellow,4,5,1468,raipur,2,marathi,0,16,9,folk,1,1,outdoor,silky,2,6
0,26,0,2,singing,0,2462054,purple,3,5,1869,khammam,1,punjabi,0,15,6,soft,0,1,outdoor,silky,1,4
0,30,1,3,reading,1,6394389,black,2,6,1507,chandigarh,5,bengali,1,5,12,pop,0,1,indoor,fluffy,1,4
0,19,0,2,sleeping,0,556724,pink,2,10,1649,jammu,5,punjabi,0,13,14,soft,1,0,virtual,silky,2,10
2,30,0,2,sleeping,0,5330846,grey,1,9,3979,dispur,18,hindi,1,13,3,rock,0,0,augmented,fluffy,2,6
0,45,0,2,sports,0,428343,white,3,12,1932,vijayawada,13,punjabi,1,13,6,mashups,0,1,virtual,soft,0,9
0,19,1,3,watching,0,436464,pink,3,10,533,kolkata,8,kannada,1,13,11,hiphop,0,0,augmented,hard,2,9
1,11,1,2,dancing,0,556724,black,7,5,2573,chennai,10,hindi,1,11,15,romantic,0,1,virtual,hard,1,6
0,60,0,2,singing,1,893732,green,1,8,306,chennai,4,marathi,1,17,27,hiphop,0,0,virtual,hard,1,10
1,62,0,3,reading,1,6251352,white,1,8,1825,dispur,3,hindi,0,16,19,metallic,1,1,outdoor,fluffy,2,6
1,6,1,3,dancing,0,2651024,yellow,2,8,1987,panaji,1,punjabi,1,14,19,cover,0,0,augmented,hard,0,6
0,15,0,1,volunteering,1,938438,blue,2,5,2048,kohima,10,kannada,1,14,12,soft,0,1,indoor,hard,2,10
0,44,0,3,volunteering,1,987529,purple,2,5,673,patna,10,tamil,1,14,20,soft,0,0,augmented,soft,0,9
0,29,2,3,reading,0,571428,red,1,5,2699,ranchi,16,bengali,1,14,18,mashups,0,1,outdoor,soft,0,9
0,20,0,1,sports,1,1079127,black,2,10,521,bhopal,6,marathi,0,15,7,jaaz,0,1,outdoor,fluffy,2,9
0,34,1,4,dancing,1,329840,black,2,5,486,bhubaneswar,23,punjabi,1,15,29,soft,0,0,virtual,matte,1,4
0,15,0,1,sleeping,0,984830,red,2,10,337,lucknow,10,telugu,0,8,20,pop,0,0,indoor,fluffy,2,10
0,60,0,1,sleeping,0,1360106,pink,8,6,2375,raipur,4,bengali,0,15,31,pop,1,1,indoor,soft,1,4
0,26,0,3,dancing,0,8154472,green,2,7,853,kolkata,3,malayalam,1,13,20,metallic,0,0,outdoor,matte,0,4
0,30,1,2,cooking,0,1795936,white,2,12,2160,kolkata,10,bengali,1,14,9,folk,1,1,virtual,fluffy,2,9
1,16,0,1,watching,1,588503,red,1,12,251,ranchi,18,telugu,1,24,23,rock,1,1,outdoor,hard,2,7
0,6,0,2,sleeping,1,9525596,yellow,1,8,853,raipur,10,hindi,1,13,23,mashups,1,1,outdoor,silky,0,4
0,29,0,1,traveling,1,1360106,blue,2,9,1552,chandigarh,15,kannada,0,21,1,folk,1,0,indoor,soft,1,9
2,20,1,1,cooking,0,3350881,yellow,4,0,768,patna,4,telugu,1,5,14,jaaz,1,1,indoor,matte,0,6
0,23,0,3,singing,1,6941819,blue,2,12,1516,srinagar,6,bengali,1,13,14,romantic,0,0,virtual,silky,0,4
2,33,0,1,volunteering,0,7775818,black,2,10,921,bhopal,7,hindi,1,22,8,pop,0,0,indoor,matte,0,6
0,23,1,2,sleeping,1,8973395,red,2,9,2832,patna,7,punjabi,1,10,40,romantic,0,0,virtual,silky,1,4
1,22,0,2,singing,0,588503,purple,2,1,1516,ranchi,10,hindi,0,12,3,soft,1,1,virtual,matte,2,1
1,27,0,3,reading,0,212243,white,2,6,2672,patna,6,bengali,1,12,5,jaaz,1,0,indoor,hard,0,9
0,20,1,1,watching,0,6683746,pink,2,5,1394,bhubaneswar,6,hindi,1,20,6,soft,1,0,outdoor,hard,1,4
0,18,0,3,watching,0,987529,pink,2,8,2832,jaipur,9,hindi,1,22,33,soft,1,1,indoor,silky,1,9
1,56,1,2,dancing,0,8348261,blue,2,8,1355,shillong,2,marathi,1,13,6,soft,1,1,virtual,silky,2,4
3,20,1,3,dancing,0,148716,black,2,4,1355,aizawl,2,hindi,1,22,40,jaaz,0,1,indoor,matte,0,8
0,19,0,1,volunteering,1,4648178,green,1,8,521,bhubaneswar,21,telugu,1,14,27,jaaz,1,1,outdoor,fluffy,2,4
0,53,0,2,traveling,1,1884102,red,8,9,883,imphal,6,tamil,1,13,3,jaaz,1,0,augmented,matte,1,4
0,45,0,1,traveling,1,5321373,yellow,4,12,2334,delhi,1,telugu,1,20,7,romantic,1,0,virtual,silky,1,4
1,6,1,3,traveling,0,148716,green,2,12,1355,lucknow,25,tamil,1,5,29,metallic,1,1,outdoor,silky,1,7
0,15,1,2,reading,0,336197,green,2,10,673,bhubaneswar,15,telugu,1,14,5,soft,0,0,indoor,soft,1,9
2,20,1,1,singing,0,2462054,orange,1,8,1244,dispur,20,kannada,1,15,28,cover,0,1,augmented,hard,2,8
0,11,0,4,traveling,1,6683746,yellow,4,9,396,chennai,21,punjabi,1,0,12,folk,0,1,indoor,soft,0,3
2,36,1,3,dancing,0,6941819,green,2,10,251,raipur,5,hindi,1,14,10,romantic,1,0,outdoor,silky,1,6
3,44,1,3,traveling,0,893732,yellow,4,5,1542,khammam,15,telugu,1,15,38,metallic,1,1,virtual,matte,0,6
1,55,1,3,watching,0,5007892,orange,2,10,897,kolkata,2,bengali,1,8,15,romantic,0,0,outdoor,soft,0,6
0,30,1,1,sports,1,111985,green,2,8,1902,delhi,1,marathi,0,13,14,folk,1,0,outdoor,matte,2,9
1,57,1,2,reading,0,6394389,brown,1,8,3286,kolkata,10,telugu,0,20,10,romantic,0,1,augmented,fluffy,1,6
3,11,0,3,reading,1,656271,red,2,5,1542,jaipur,17,bengali,1,16,7,hiphop,0,0,virtual,silky,0,8
0,11,1,2,sleeping,0,150237,white,4,1,370,jammu,16,marathi,1,17,26,hiphop,1,0,indoor,fluffy,1,9
1,19,0,2,sleeping,1,6153800,red,3,0,2558,ranchi,6,hindi,1,24,12,folk,0,1,virtual,matte,2,1
0,30,0,2,reading,0,589089,white,2,11,2299,mumbai,15,telugu,1,21,11,mashups,0,1,indoor,hard,2,9
0,20,1,1,reading,1,4823265,grey,2,7,1503,chandigarh,14,tamil,0,14,7,cover,0,0,indoor,hard,1,4
1,72,0,3,watching,0,4492854,yellow,2,8,2558,bangalore,15,marathi,1,9,7,folk,0,0,indoor,fluffy,1,6
0,25,0,3,dancing,0,1718402,brown,4,12,921,itanagar,3,kannada,0,14,17,romantic,0,0,augmented,fluffy,2,4
0,28,0,1,acting,1,738824,brown,2,10,689,raipur,5,punjabi,0,14,17,metallic,0,1,augmented,fluffy,1,9
1,44,1,1,volunteering,0,716230,grey,2,5,3972,bhopal,2,bengali,1,6,3,jaaz,0,1,virtual,silky,0,9
1,22,0,1,dancing,1,1079127,grey,2,5,1682,jammu,1,hindi,1,5,11,mashups,0,1,outdoor,fluffy,0,1
1,42,0,1,sports,1,112202,orange,4,5,1758,gandhinagar,17,tamil,1,21,10,soft,0,0,outdoor,soft,1,9
3,19,0,1,acting,0,8017090,orange,2,10,1869,chandigarh,10,telugu,1,5,28,metallic,1,0,indoor,fluffy,2,6
3,60,2,2,reading,0,2338408,green,2,10,921,hyderbad,23,tamil,0,12,20,folk,1,0,outdoor,soft,0,8
1,52,0,2,sports,1,131480,yellow,2,10,831,gandhinagar,8,telugu,0,13,1,mashups,0,0,augmented,matte,1,9
1,22,0,2,singing,1,816236,grey,1,9,1682,shimla,14,telugu,1,14,27,mashups,0,1,outdoor,silky,0,1
0,73,0,2,reading,0,329840,blue,2,8,306,itanagar,3,punjabi,0,15,10,romantic,0,0,virtual,silky,1,10
2,53,1,3,singing,1,436464,black,2,9,1825,ranchi,18,punjabi,1,22,18,rock,0,1,outdoor,fluffy,0,8
1,55,0,3,acting,0,2753719,purple,4,8,963,gandhinagar,7,marathi,0,12,11,romantic,1,0,indoor,hard,1,6
1,60,0,1,acting,1,6969252,orange,2,1,1166,thiruvananthapuram,15,kannada,1,14,7,metallic,0,1,indoor,hard,0,6
0,29,1,3,cooking,1,3046609,grey,1,8,2160,vijayawada,15,malayalam,1,23,28,romantic,1,1,indoor,silky,2,4
0,46,0,3,watching,1,4492854,red,2,0,3139,chennai,24,punjabi,1,1,27,folk,0,0,indoor,hard,0,4
0,8,2,2,dancing,1,335973,grey,3,8,396,bangalore,15,marathi,1,5,29,cover,1,0,outdoor,matte,0,9
0,73,0,2,sleeping,1,980184,brown,2,8,3954,shillong,9,telugu,1,14,13,mashups,0,1,virtual,hard,0,5
1,23,1,2,cooking,0,5381784,pink,1,8,2299,srinagar,24,bengali,1,15,3,romantic,0,1,outdoor,silky,0,2
1,37,1,1,reading,1,329840,white,4,10,3912,vijayawada,4,bengali,0,17,10,mashups,0,0,indoor,hard,1,9
0,13,1,3,volunteering,0,3046609,red,2,5,828,thiruvananthapuram,15,kannada,0,5,3,cover,0,0,augmented,silky,0,4
0,19,0,1,sports,1,893732,orange,2,10,689,raipur,4,kannada,1,16,23,pop,0,0,indoor,hard,2,10
2,34,0,3,sports,0,4823265,blue,2,8,2672,chandigarh,14,hindi,1,14,26,jaaz,0,1,indoor,hard,1,6
3,20,0,3,sports,0,215870,brown,2,8,521,bangalore,4,malayalam,1,14,12,pop,1,0,indoor,hard,0,8
0,18,1,2,sports,0,1884102,black,1,1,2048,panaji,8,bengali,1,13,12,pop,1,1,augmented,matte,2,9
0,31,0,3,reading,0,2338408,yellow,1,12,2202,lucknow,9,punjabi,1,14,10,folk,1,1,augmented,hard,1,9
0,20,1,2,sports,1,9525596,black,4,12,1902,ranchi,1,bengali,0,14,19,soft,1,0,indoor,matte,1,3
0,52,0,3,volunteering,1,403987,purple,1,8,673,imphal,4,bengali,1,12,21,pop,0,0,virtual,soft,0,5
0,22,0,2,sleeping,1,7775818,orange,2,9,1649,shimla,25,punjabi,1,14,31,mashups,1,1,outdoor,silky,1,4
0,18,0,3,reading,1,588503,blue,2,9,2768,delhi,2,kannada,0,17,29,romantic,0,1,indoor,soft,2,9
1,58,0,3,sports,1,6941819,grey,2,9,1166,chandigarh,3,malayalam,0,20,4,jaaz,0,0,outdoor,soft,1,4
0,48,0,2,cooking,0,6153800,blue,2,3,370,shimla,4,kannada,0,15,11,jaaz,0,0,augmented,hard,2,4
0,53,2,4,reading,0,589089,orange,1,0,1552,mumbai,18,kannada,1,6,30,romantic,1,1,augmented,matte,1,5
0,15,0,1,sleeping,0,8596595,blue,1,4,2375,itanagar,10,punjabi,0,14,10,hiphop,1,0,indoor,soft,1,4
2,30,0,3,watching,1,7850318,yellow,2,12,251,panaji,7,bengali,1,21,8,jaaz,1,0,augmented,fluffy,1,4
0,19,0,3,sports,1,8348261,black,7,7,1219,jammu,17,tamil,1,6,38,soft,0,0,augmented,silky,2,3
0,20,0,1,watching,1,5381784,white,1,4,2305,chennai,10,kannada,1,10,18,pop,0,1,indoor,soft,0,4
0,56,1,3,volunteering,0,7508875,pink,8,5,845,panaji,15,tamil,1,16,28,mashups,0,0,augmented,hard,2,3
0,29,1,2,sleeping,0,4782671,green,2,12,543,bhopal,28,malayalam,1,12,11,pop,0,1,virtual,silky,1,4
1,53,2,1,traveling,0,571428,yellow,1,4,543,shimla,21,hindi,0,24,11,cover,0,1,virtual,fluffy,2,7
0,24,0,2,traveling,0,8596595,blue,3,5,1507,chandigarh,21,bengali,1,9,9,soft,1,0,virtual,matte,0,4
0,30,0,3,cooking,1,335973,grey,1,5,1516,jaipur,6,punjabi,0,7,21,pop,1,1,virtual,fluffy,1,9
0,46,0,2,dancing,1,335973,brown,2,5,3286,khammam,10,marathi,1,13,38,romantic,1,1,virtual,matte,0,9
2,11,0,3,volunteering,0,8017090,pink,4,8,1552,kolkata,3,kannada,1,24,17,hiphop,1,1,augmented,soft,2,8
2,36,1,3,acting,1,816236,red,2,10,1869,chandigarh,8,malayalam,0,12,5,cover,0,0,outdoor,matte,0,8
0,25,0,1,reading,0,4648178,black,3,7,2558,vijayawada,10,malayalam,1,2,10,metallic,1,1,outdoor,soft,0,4
0,23,1,2,dancing,1,257205,pink,1,8,2445,itanagar,10,punjabi,1,13,3,soft,0,0,outdoor,silky,2,9
0,7,1,3,reading,0,816236,grey,2,5,3972,shillong,21,punjabi,0,6,1,mashups,1,1,indoor,hard,0,9
0,36,1,2,sleeping,0,1069422,pink,1,12,2558,panaji,15,bengali,1,3,17,hiphop,1,0,indoor,matte,0,9
1,34,0,2,dancing,1,260870,red,7,10,1767,hyderbad,8,telugu,1,13,10,metallic,0,1,outdoor,hard,0,6
1,41,0,4,watching,0,1884102,orange,2,5,379,kohima,10,bengali,1,17,29,mashups,0,0,outdoor,soft,2,6
1,39,1,1,volunteering,0,680555,purple,2,5,3467,gandhinagar,8,tamil,1,15,20,folk,0,0,indoor,hard,2,9
0,23,0,2,sports,0,3046609,brown,4,5,486,srinagar,6,kannada,1,13,20,cover,0,0,indoor,fluffy,2,4
0,62,0,1,volunteering,0,738824,blue,2,12,2768,vijayawada,15,kannada,1,21,29,folk,1,0,virtual,hard,2,10
0,17,1,3,sleeping,1,8273815,green,1,12,306,gandhinagar,2,punjabi,1,21,29,hiphop,0,1,outdoor,soft,1,4
2,52,1,3,dancing,1,893732,red,2,8,3467,ranchi,15,malayalam,0,12,20,rock,1,1,augmented,fluffy,2,8
0,53,1,2,singing,0,436464,green,2,5,370,lucknow,1,malayalam,0,13,1,mashups,0,0,virtual,matte,0,9
0,25,2,3,reading,1,3832751,red,2,10,519,imphal,1,punjabi,1,14,29,hiphop,0,0,virtual,soft,0,4
0,7,0,2,watching,0,9587831,purple,2,6,1394,raipur,9,bengali,1,17,16,jaaz,1,0,outdoor,soft,1,4
0,30,0,1,volunteering,1,980184,pink,2,3,897,chennai,16,hindi,1,16,30,mashups,0,0,outdoor,matte,2,9
0,51,1,1,sports,0,3017170,blue,1,10,2573,srinagar,7,marathi,1,14,18,hiphop,1,0,augmented,hard,1,5
0,25,0,3,volunteering,0,862365,blue,2,8,2690,chandigarh,10,kannada,1,12,25,pop,1,0,augmented,silky,0,9
0,36,0,3,watching,1,104907,red,2,12,1718,itanagar,4,hindi,0,13,10,jaaz,0,0,outdoor,hard,1,9
0,30,1,2,reading,0,148716,grey,8,10,1219,hyderbad,15,malayalam,1,17,22,pop,1,0,outdoor,soft,0,4
3,18,1,2,cooking,0,3498858,white,2,10,3979,kohima,14,telugu,0,6,25,hiphop,0,0,outdoor,fluffy,1,6
2,13,0,3,traveling,1,893732,grey,2,9,1987,patna,15,bengali,1,17,31,rock,1,1,augmented,soft,1,8
0,19,0,2,reading,0,4492854,pink,2,5,3286,shillong,6,kannada,1,17,31,metallic,0,0,indoor,hard,0,4
0,17,0,2,dancing,1,5007892,red,1,5,875,kohima,10,bengali,1,12,10,metallic,1,1,indoor,silky,2,4
0,21,2,3,cooking,0,3046609,brown,2,10,2389,itanagar,6,tamil,1,22,1,soft,0,1,virtual,soft,0,4
0,19,0,3,acting,1,150237,black,7,10,2299,delhi,3,tamil,1,12,29,cover,1,1,outdoor,hard,2,4
0,27,0,3,singing,0,1164430,purple,2,11,3467,srinagar,10,kannada,0,16,23,cover,0,0,augmented,hard,2,9
2,36,0,2,volunteering,0,9525596,pink,2,10,407,agartala,1,tamil,1,14,18,metallic,1,1,virtual,hard,0,4
0,11,0,3,dancing,0,131480,yellow,4,10,3972,panaji,23,telugu,1,15,8,jaaz,0,1,augmented,hard,1,4
3,30,1,3,watching,0,277431,blue,2,2,1682,bangalore,15,telugu,1,9,23,jaaz,0,0,virtual,matte,1,8
1,35,1,3,volunteering,1,2338408,pink,1,10,768,raipur,15,telugu,1,6,25,folk,1,0,indoor,matte,2,6
0,42,0,3,traveling,1,277431,yellow,2,12,3214,agartala,8,malayalam,1,11,5,metallic,1,1,augmented,silky,1,9
0,18,0,3,traveling,1,277431,white,2,12,673,bhopal,7,punjabi,1,14,7,hiphop,0,0,indoor,silky,1,9
0,59,0,3,watching,1,1718402,purple,2,8,1166,itanagar,18,telugu,1,21,21,metallic,1,1,indoor,hard,2,4
0,19,0,3,sports,0,7508875,white,1,9,3467,delhi,15,marathi,1,8,30,cover,0,1,augmented,silky,0,4
3,59,1,3,singing,1,336197,grey,2,6,2048,bhopal,6,tamil,0,13,28,jaaz,1,1,indoor,silky,0,8
1,15,0,1,acting,1,652739,red,1,5,2202,gangtok,5,punjabi,1,5,33,mashups,1,1,virtual,fluffy,2,7
3,18,0,2,sleeping,1,851246,green,3,7,3286,shimla,6,punjabi,0,13,18,cover,0,0,virtual,fluffy,1,8
1,14,1,2,dancing,1,5797253,purple,1,9,2160,raipur,17,malayalam,1,14,28,jaaz,1,1,indoor,hard,1,6
0,46,1,3,sleeping,1,428343,black,7,6,370,gandhinagar,4,punjabi,0,18,1,jaaz,1,0,indoor,matte,2,4
0,20,1,3,cooking,1,984830,black,2,7,2202,kolkata,1,telugu,1,14,10,mashups,0,0,outdoor,soft,1,9
0,25,0,1,cooking,1,6153800,yellow,3,11,2202,patna,10,malayalam,1,17,25,pop,1,1,augmented,matte,0,4
1,44,0,3,cooking,1,893732,white,1,10,2768,ranchi,1,hindi,1,13,17,mashups,0,1,augmented,hard,2,9
0,19,0,3,watching,1,5330846,green,2,12,1987,jaipur,2,telugu,1,21,11,metallic,0,1,indoor,matte,0,4
2,44,0,2,watching,1,8017090,pink,2,6,379,chandigarh,8,hindi,1,22,14,metallic,0,0,outdoor,hard,2,4
0,59,1,3,acting,0,336197,purple,3,10,3979,patna,7,tamil,1,17,11,metallic,1,1,virtual,fluffy,2,5
0,45,0,2,cooking,1,150237,red,2,10,2202,itanagar,23,malayalam,1,14,20,rock,0,1,augmented,fluffy,1,9
0,20,1,3,singing,0,680555,purple,2,12,673,mumbai,9,kannada,1,14,5,folk,1,0,outdoor,fluffy,0,9
1,11,1,2,traveling,1,910711,black,3,10,2375,ranchi,8,telugu,0,14,19,jaaz,1,0,virtual,silky,1,7
1,23,1,2,reading,1,4823265,black,2,8,845,gangtok,14,telugu,0,21,22,hiphop,0,1,outdoor,hard,1,2
0,60,1,3,acting,1,2208382,blue,2,10,1932,khammam,5,bengali,0,16,29,metallic,1,0,indoor,matte,2,4
0,26,1,3,singing,0,5007892,pink,2,10,1987,bangalore,2,malayalam,1,22,3,hiphop,0,1,outdoor,matte,2,4
0,55,0,2,watching,1,656271,red,2,5,689,bhopal,1,telugu,1,5,26,rock,0,0,outdoor,matte,1,5
1,18,0,3,singing,0,7508875,pink,2,8,2160,chandigarh,1,hindi,1,5,1,romantic,0,0,augmented,hard,2,4
0,13,0,2,sports,0,584486,green,2,0,3954,srinagar,2,telugu,1,12,8,soft,0,0,indoor,soft,2,10
0,11,1,2,watching,1,556724,grey,1,9,828,itanagar,10,punjabi,1,6,3,soft,0,0,outdoor,fluffy,0,9
0,60,1,2,singing,1,1884102,red,2,5,3972,dehradun,8,kannada,1,12,19,pop,1,1,augmented,hard,1,5
2,31,1,4,reading,0,214791,white,2,0,519,chandigarh,1,kannada,1,17,23,soft,1,0,indoor,silky,0,8
3,24,1,2,traveling,1,1164430,blue,4,8,355,gandhinagar,24,bengali,0,12,3,jaaz,1,0,outdoor,matte,1,6
0,41,0,2,singing,1,1795936,white,4,8,2551,bangalore,8,bengali,1,14,20,hiphop,0,1,virtual,matte,1,4
0,20,0,1,dancing,0,111985,red,4,4,396,dehradun,8,marathi,1,5,39,jaaz,1,1,augmented,soft,0,9
0,41,1,1,sports,0,987529,pink,2,9,1649,jaipur,1,marathi,1,13,12,rock,1,0,indoor,silky,2,9
0,8,1,3,singing,1,7135245,brown,2,10,2372,bangalore,2,hindi,1,14,20,folk,0,0,augmented,silky,2,4
0,25,0,2,volunteering,1,1069422,purple,1,9,1166,gandhinagar,14,punjabi,0,13,8,metallic,0,0,virtual,hard,2,9
0,17,2,3,singing,0,891648,red,2,6,2831,bhubaneswar,7,malayalam,0,12,39,soft,1,1,virtual,matte,1,9
0,6,0,2,singing,1,3046609,purple,8,5,1682,mumbai,9,telugu,1,14,22,cover,1,0,outdoor,silky,1,3
0,36,2,2,acting,1,571428,purple,8,12,1516,gandhinagar,10,kannada,1,22,14,pop,1,1,indoor,hard,0,4
0,31,1,1,watching,1,837270,green,1,12,3832,chandigarh,28,kannada,1,15,7,soft,0,0,indoor,fluffy,2,9
0,14,0,2,watching,1,1360106,purple,4,10,831,mumbai,7,bengali,0,22,8,romantic,1,0,virtual,hard,0,4
0,27,0,3,reading,0,5007892,white,4,5,519,chandigarh,4,marathi,1,17,23,romantic,1,1,virtual,soft,2,4
2,11,0,3,watching,0,8596595,pink,2,5,2160,jaipur,7,punjabi,1,14,10,jaaz,0,0,augmented,soft,2,4
1,24,0,4,cooking,1,980184,black,2,8,1552,kohima,4,punjabi,0,20,30,hiphop,0,1,indoor,hard,0,1
1,33,1,2,traveling,0,1079127,yellow,1,8,1166,chandigarh,5,hindi,1,12,27,folk,1,0,outdoor,matte,2,9
3,36,0,1,reading,0,8273815,blue,3,9,2305,bangalore,10,malayalam,0,9,29,cover,0,0,outdoor,hard,1,4
2,21,2,2,volunteering,1,399312,blue,2,8,897,chandigarh,20,tamil,1,14,21,metallic,0,0,indoor,fluffy,1,8
3,8,0,2,volunteering,1,816236,yellow,2,6,486,hyderbad,5,marathi,1,14,12,metallic,0,0,virtual,soft,2,8
1,24,0,2,sleeping,1,1079127,orange,1,8,543,thiruvananthapuram,21,marathi,1,12,29,folk,0,1,virtual,hard,0,1
0,15,0,1,dancing,0,984830,red,2,8,3972,patna,4,malayalam,0,14,2,romantic,0,1,virtual,fluffy,2,10
0,59,1,2,traveling,1,1164430,black,4,5,3749,thiruvananthapuram,5,tamil,1,15,30,hiphop,0,0,outdoor,soft,1,4
2,20,1,2,dancing,0,7850318,purple,2,12,1503,kolkata,6,tamil,0,12,20,mashups,0,1,indoor,hard,1,6
0,20,0,3,traveling,1,738824,purple,4,12,2445,srinagar,8,tamil,1,12,38,jaaz,1,1,indoor,hard,2,4
0,7,0,2,singing,0,8348261,purple,2,5,1542,agartala,8,hindi,1,17,20,mashups,1,1,outdoor,hard,1,4
1,36,1,1,dancing,1,399312,purple,1,5,3467,gandhinagar,23,telugu,1,24,22,rock,1,0,outdoor,matte,2,9
1,20,0,1,watching,1,588503,pink,2,8,407,imphal,3,hindi,1,6,8,cover,0,0,virtual,silky,2,1
0,62,1,1,cooking,0,335973,purple,8,9,831,itanagar,7,marathi,0,14,25,soft,0,1,augmented,hard,1,4
1,18,1,2,sleeping,0,4648178,yellow,2,8,1355,delhi,28,tamil,1,12,23,jaaz,1,0,indoor,fluffy,0,6
0,7,1,2,watching,0,9587831,brown,3,9,1649,kolkata,15,tamil,1,24,11,cover,0,1,virtual,fluffy,2,3
1,37,1,3,traveling,1,738824,black,1,7,1516,raipur,4,kannada,1,14,17,metallic,0,1,virtual,silky,1,9
2,55,1,1,watching,0,6683746,red,1,0,251,chennai,1,telugu,0,14,18,folk,1,0,virtual,soft,0,6
0,15,1,1,watching,1,3832751,grey,2,10,1649,shillong,6,bengali,0,17,5,folk,1,1,augmented,soft,2,4
0,43,0,3,dancing,1,571428,white,2,8,1503,gandhinagar,4,malayalam,0,20,20,pop,1,1,indoor,matte,0,9
0,29,1,2,dancing,0,212243,white,8,6,2445,chennai,14,marathi,0,13,29,folk,0,0,virtual,fluffy,1,4
0,17,0,2,singing,1,6941819,blue,2,5,395,srinagar,1,marathi,0,17,20,folk,1,1,outdoor,silky,0,4
2,41,0,3,dancing,1,735697,red,2,10,3749,kohima,23,kannada,1,11,20,cover,0,0,virtual,soft,2,8
0,5,1,1,traveling,0,309195,yellow,1,6,2831,hyderbad,16,bengali,1,15,29,jaaz,1,1,indoor,fluffy,0,9
3,13,2,4,reading,1,589089,orange,2,5,2558,delhi,14,kannada,1,17,8,romantic,1,1,outdoor,silky,1,6
1,30,0,1,dancing,1,7508875,pink,2,6,3214,hyderbad,15,hindi,1,5,3,metallic,1,1,outdoor,soft,1,6
0,25,1,2,singing,1,571428,orange,4,9,396,delhi,4,marathi,1,13,20,mashups,1,0,indoor,fluffy,1,4
0,18,1,3,volunteering,1,588503,orange,2,1,1355,bangalore,10,punjabi,1,15,19,mashups,0,1,virtual,matte,2,9
2,43,0,1,traveling,1,891648,blue,4,12,1219,kolkata,15,kannada,0,12,29,pop,1,0,virtual,soft,1,8
2,42,0,3,volunteering,1,816236,orange,2,9,2160,raipur,16,telugu,0,13,1,rock,0,0,virtual,matte,2,8
0,62,2,2,traveling,1,436464,red,2,5,3979,mumbai,2,telugu,0,14,1,hiphop,1,0,augmented,soft,0,5
0,6,1,2,watching,1,9525596,black,1,9,3467,hyderbad,28,hindi,1,9,11,romantic,0,1,indoor,silky,1,4
0,11,0,4,sleeping,1,8154472,brown,2,8,921,srinagar,7,malayalam,1,12,7,rock,1,1,augmented,matte,2,3
2,16,1,2,watching,0,910711,green,2,5,370,thiruvananthapuram,10,malayalam,1,14,27,metallic,0,0,outdoor,hard,0,8
3,15,0,1,sleeping,0,816236,pink,2,6,1244,shimla,5,telugu,1,20,8,metallic,1,1,augmented,hard,0,8
1,33,0,3,watching,0,1079127,black,1,8,2551,kolkata,6,tamil,1,17,4,jaaz,1,1,indoor,fluffy,1,9
