marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
1,44,1,3,3,1,1360106,10,2,6,1166,1,11,1,14,12,9,0,0,2,0,0,6
0,10,0,1,4,1,4823265,6,3,9,1649,1,14,0,2,34,0,1,0,0,1,0,4
1,24,0,2,4,0,2338408,3,2,4,519,1,13,1,21,3,5,0,0,0,3,2,1
2,36,0,2,9,1,2208382,7,1,4,2733,3,24,1,6,18,6,0,0,2,3,0,8
2,53,0,3,1,0,150237,2,2,4,2375,2,8,1,13,1,9,1,1,0,2,0,8
2,47,0,2,6,1,984830,5,1,5,1047,1,15,1,9,15,2,0,1,1,4,1,8
0,55,1,3,5,1,984830,5,2,8,768,1,10,1,13,4,5,0,0,3,1,2,5
0,36,1,1,5,1,589089,4,3,5,963,2,2,1,0,26,5,1,0,0,3,0,9
0,55,0,3,6,1,1563723,3,1,0,845,2,9,0,13,10,9,0,1,0,4,1,5
0,52,1,1,9,0,329840,0,4,5,883,1,5,0,12,26,6,1,0,3,0,1,5
2,55,0,2,7,1,680555,0,3,8,1394,3,5,0,14,5,9,0,0,2,0,0,8
3,20,1,3,1,1,2462054,5,4,10,3749,1,1,1,14,3,1,1,1,3,3,1,6
2,6,0,1,4,1,910711,7,2,10,1468,3,1,0,18,21,7,1,0,1,3,2,8
2,42,1,3,6,1,1069422,0,4,8,673,2,5,1,15,40,5,0,1,1,4,2,6
2,19,0,2,6,1,112202,10,1,12,2832,1,5,1,15,9,7,0,1,3,3,1,8
1,20,1,2,9,1,716230,5,2,5,337,1,5,1,12,3,4,1,1,3,3,2,2
1,30,0,3,8,1,212243,8,1,10,3954,2,20,0,12,7,4,0,0,3,2,1,9
1,21,0,3,7,0,588503,6,1,8,853,3,2,1,17,14,6,1,1,0,4,0,1
3,7,0,3,9,1,6153800,5,2,5,251,1,5,1,6,12,3,0,1,1,2,1,4
0,23,1,3,9,0,104907,3,1,4,306,2,15,1,12,29,3,0,1,2,3,1,9
0,42,0,2,7,0,8017090,9,2,8,1399,1,10,1,13,20,4,0,1,2,3,0,4
1,72,2,3,8,1,4492854,9,3,8,1767,1,2,0,20,3,8,1,0,0,2,0,6
0,52,2,2,6,1,436464,3,2,12,1355,2,6,0,8,25,5,0,1,1,3,1,5
1,41,0,3,8,1,6153800,9,7,2,2202,2,10,1,7,10,3,0,1,2,1,0,10
1,15,0,2,4,1,2074427,6,2,5,521,2,9,1,16,10,5,0,0,2,4,1,6
0,24,1,2,9,1,8273815,5,2,5,519,3,3,1,24,10,2,0,0,2,0,1,4
1,53,0,2,4,0,7775818,6,3,9,3286,3,28,0,11,25,0,0,0,3,0,2,4
0,8,1,2,4,1,2208382,6,2,8,1902,3,8,0,14,28,9,1,0,3,1,1,4
0,11,1,3,0,1,851246,10,4,8,519,3,2,1,5,15,5,1,0,2,2,1,4
0,21,1,1,0,0,8596595,1,1,12,828,2,2,1,14,1,2,0,1,3,4,1,4
0,8,0,3,0,0,8017090,2,8,4,2558,1,1,1,14,10,7,1,0,3,3,0,3
2,20,0,2,0,0,556724,9,1,8,2160,1,15,1,16,40,7,1,1,2,4,1,8
0,30,0,4,7,1,4492854,8,2,8,2699,2,15,1,12,10,5,1,1,1,1,0,4
0,26,1,3,3,0,7135245,8,2,1,379,3,1,1,5,20,0,1,0,2,1,0,4
0,39,1,3,1,0,212243,9,2,7,3979,2,5,0,12,19,2,1,1,1,3,0,9
1,5,1,4,5,0,5321373,0,2,3,3467,1,14,1,9,9,1,0,0,0,3,0,6
0,31,0,2,8,0,436464,3,1,6,2690,1,7,0,14,9,9,0,1,0,0,0,9
0,7,1,2,2,0,7775818,7,1,6,306,3,10,1,5,10,1,0,1,3,0,2,4
2,19,1,2,0,1,1884102,2,4,4,1516,2,17,1,8,10,9,0,0,1,1,1,6
0,20,2,3,5,1,8348261,6,4,10,768,3,4,0,10,20,3,0,1,2,2,2,3
0,48,0,1,4,0,6251352,7,4,11,2299,1,9,1,2,3,1,0,1,1,4,2,4
1,52,1,1,0,1,1079127,1,8,8,263,3,4,1,14,7,3,1,1,3,4,1,6
2,34,1,2,4,0,893732,7,2,1,1552,3,10,0,16,25,3,1,0,3,2,1,8
1,17,1,2,7,1,1460818,0,2,8,2733,1,20,1,14,20,9,0,0,0,4,0,7
1,20,0,2,1,0,938438,3,4,4,2672,2,7,1,16,8,5,0,0,3,4,0,1
0,10,0,4,8,0,680555,5,2,4,2832,2,10,1,14,6,0,1,0,0,2,1,9
1,73,1,1,5,1,6969252,7,1,9,2445,3,11,0,9,19,6,1,0,1,4,0,6
0,34,0,4,4,0,7135245,1,2,10,673,2,14,1,12,9,0,0,1,1,2,2,4
0,24,0,1,7,1,980184,1,3,9,1130,3,15,1,14,18,2,1,0,0,2,1,9
1,19,0,3,8,0,215870,8,1,10,2672,2,8,0,14,8,2,0,1,3,1,1,1
0,53,0,3,3,0,148716,7,2,5,3139,3,10,1,13,3,8,0,1,0,3,2,5
0,51,1,3,9,1,4823265,5,3,2,2573,3,14,1,14,8,4,1,1,0,0,1,4
0,62,0,3,7,0,7135245,7,8,10,853,2,8,0,6,20,1,1,0,0,0,0,3
0,36,1,3,2,1,1884102,7,2,12,2048,1,18,1,15,3,8,0,1,2,0,1,4
3,45,1,1,4,1,3350881,3,2,8,884,1,15,1,12,5,9,0,1,3,1,1,6
0,6,0,4,3,1,3046609,1,3,6,3749,2,23,1,13,17,8,1,1,3,0,1,4
2,26,0,4,1,0,652739,0,1,12,1902,3,5,1,14,11,9,0,0,1,3,1,8
0,31,0,1,0,1,1718402,0,2,10,2372,1,4,0,22,30,5,0,0,2,1,1,9
1,25,0,1,5,1,4823265,9,2,4,883,3,4,1,9,13,1,0,1,0,3,0,1
0,30,0,2,8,0,336197,7,1,6,1516,2,21,0,4,10,0,1,0,2,4,0,9
1,11,1,1,1,0,4983019,0,1,10,1869,2,15,1,14,20,3,1,0,3,1,0,7
0,51,0,1,9,1,589089,6,1,5,853,1,3,1,16,1,2,1,0,0,2,2,10
0,13,0,2,5,0,851246,3,2,10,921,2,5,1,14,10,1,0,1,3,3,1,10
0,72,1,2,5,0,891648,7,4,5,1399,1,1,1,14,10,3,1,1,0,3,1,5
2,14,0,2,7,0,277431,8,4,12,3749,2,14,1,0,26,3,0,1,2,2,2,8
2,26,1,2,3,0,4823265,7,2,7,1902,3,15,0,16,31,6,1,1,0,2,2,6
0,30,0,3,4,1,1718402,7,1,10,875,2,4,1,14,27,9,1,1,3,0,2,9
0,18,0,2,8,1,277431,6,2,11,370,1,8,1,20,18,5,0,0,2,4,2,9
0,55,1,2,8,0,3017170,2,3,4,3139,2,5,1,21,23,6,0,0,0,0,1,4
0,20,1,4,5,1,949312,8,2,12,2334,1,15,0,5,25,3,1,0,0,1,2,4
3,43,1,3,8,1,7775818,1,2,5,543,3,3,1,17,36,0,0,0,3,3,1,4
0,19,0,3,2,1,310904,1,4,10,2733,1,14,1,13,4,8,0,0,0,4,2,4
3,24,0,1,0,0,8973395,2,4,10,396,2,8,1,13,39,9,0,0,1,2,1,4
0,14,1,2,7,1,837270,10,4,12,3139,2,8,0,22,10,4,1,0,1,4,2,4
1,51,0,4,6,1,984830,6,2,1,2551,2,23,1,15,1,7,1,0,0,1,1,6
0,23,0,3,2,1,980184,7,2,4,1244,3,4,0,5,12,2,1,1,1,3,0,9
0,29,1,3,2,1,148716,3,2,5,251,2,16,1,14,20,2,0,1,1,2,1,9
1,26,1,3,7,0,6941819,10,2,10,1355,1,3,1,5,9,2,0,1,0,2,0,6
3,31,0,2,7,0,2074427,6,4,9,3286,3,23,1,14,3,6,0,0,2,2,1,6
1,58,1,2,6,0,403987,4,2,4,355,3,1,0,16,10,9,1,0,3,2,2,9
0,59,0,3,2,0,8154472,3,1,10,2768,2,23,0,13,23,7,1,0,1,3,2,4
1,25,0,3,7,0,556724,5,1,6,1047,2,3,1,1,29,4,1,1,2,2,2,1
0,24,0,4,8,1,716230,8,2,5,1047,1,17,0,13,3,9,0,1,0,4,1,4
0,30,0,3,4,0,4648178,3,3,6,1825,3,1,0,16,21,3,1,0,2,1,2,4
0,30,1,2,0,0,5330846,9,2,1,251,1,3,0,12,39,3,0,0,0,1,0,4
0,25,0,2,4,0,9525596,4,2,10,1219,2,4,1,24,33,7,0,1,1,3,2,4
0,19,0,1,6,0,112202,5,2,5,884,1,20,1,5,14,3,0,1,3,3,2,10
0,58,0,1,9,1,9525596,0,1,12,519,3,4,1,14,14,4,0,1,0,3,1,4
2,30,1,1,0,1,399312,1,1,10,355,3,8,0,24,19,0,1,0,3,2,1,8
2,20,1,2,8,1,891648,3,2,4,3954,3,15,1,14,15,0,1,0,0,2,1,8
0,30,0,2,6,1,7850318,2,2,10,1507,1,6,1,13,10,0,0,1,1,4,2,4
1,19,0,4,8,0,3046609,6,1,1,306,1,14,1,14,7,6,1,1,1,1,1,1
0,30,0,3,2,0,335973,9,2,10,3912,2,15,1,12,20,8,0,1,2,1,1,9
1,20,1,1,2,0,862365,10,2,4,828,1,3,1,7,3,9,1,0,3,4,0,2
0,11,1,1,0,0,3498858,3,2,10,543,1,8,1,15,6,1,0,1,1,1,2,9
1,41,0,3,8,1,336197,2,1,10,2202,2,9,1,2,19,1,1,1,0,1,0,9
2,33,1,2,9,0,2462054,6,2,10,1355,2,13,1,14,19,7,0,0,0,1,0,8
0,17,0,2,2,0,1563723,6,1,8,3912,3,1,1,20,29,0,0,1,1,4,2,10
0,48,0,2,0,1,6394389,0,7,5,1682,1,4,1,20,40,7,0,0,3,2,2,3
0,23,0,1,3,0,851246,7,7,10,1633,3,17,0,14,10,7,1,1,0,4,2,4
2,11,0,2,5,1,309195,3,1,10,2372,1,13,1,17,3,2,1,0,2,1,1,8
2,57,1,3,4,1,9587831,0,8,10,263,1,8,1,20,12,0,0,0,0,4,1,8
0,14,1,3,1,1,589089,8,2,4,1633,3,21,0,12,5,9,0,0,2,1,1,9
3,19,0,2,3,0,1079127,10,2,5,396,1,2,0,17,13,1,1,1,1,0,1,8
0,18,0,1,1,1,862365,8,1,10,519,1,6,1,16,10,7,0,0,1,0,1,10
2,27,1,2,2,0,2462054,8,2,11,1767,2,1,0,12,19,0,1,0,3,2,2,8
0,55,1,3,4,0,8543553,0,2,8,1394,3,8,1,14,17,9,1,1,3,1,2,4
1,42,1,3,0,1,329840,2,2,10,396,3,15,1,21,10,3,0,0,3,3,2,9
0,25,1,3,5,1,6153800,2,1,4,3214,1,28,1,14,8,7,1,1,3,3,0,4
0,11,0,1,6,0,5381784,5,2,10,2160,3,3,1,8,14,4,0,0,2,2,2,4
2,7,0,1,9,1,5330846,0,2,6,2573,3,25,0,20,8,8,1,1,3,1,0,6
1,43,2,2,5,1,837270,4,2,7,3749,3,6,0,13,20,6,0,1,3,3,0,9
2,52,0,2,9,0,851246,4,1,6,2832,2,8,0,14,18,1,1,0,3,3,0,8
2,15,1,3,6,0,335973,0,4,4,853,1,9,1,14,8,2,0,1,0,0,2,6
2,59,0,3,4,0,5321373,2,2,10,407,2,10,1,0,10,5,0,1,0,1,2,6
0,67,0,1,9,1,8154472,6,2,10,3832,1,15,0,12,3,8,1,1,3,4,2,4
0,31,1,1,6,1,574390,7,2,1,1767,2,14,0,15,31,5,0,0,3,4,2,9
3,44,1,3,6,0,7135245,3,1,5,875,3,5,1,14,7,8,1,0,0,4,2,6
2,25,1,3,9,1,4492854,8,2,9,963,2,4,1,14,14,1,1,0,1,0,2,6
0,19,1,1,4,1,8273815,9,2,5,3979,3,1,1,9,27,9,1,0,1,1,0,4
0,17,0,3,0,1,2753719,5,1,4,2558,1,10,1,17,3,0,0,1,0,1,2,4
0,25,0,3,4,0,1795936,8,2,8,1552,1,18,1,16,10,4,0,1,1,4,0,9
3,31,1,2,5,1,980184,1,2,10,3954,1,1,0,15,2,4,0,1,3,3,1,8
1,44,0,2,8,0,399312,0,4,9,3954,3,14,1,14,1,8,1,1,1,3,0,9
0,12,1,1,9,0,716230,9,2,12,1552,3,9,1,14,29,8,0,0,1,0,1,9
3,46,0,3,1,0,4648178,8,2,8,2672,1,3,1,20,4,9,1,0,1,1,1,6
0,27,0,4,8,0,214791,9,4,8,396,3,4,1,14,8,1,0,1,3,0,0,4
3,36,0,2,2,1,5007892,10,2,5,1507,3,1,1,15,31,9,0,1,3,2,1,6
0,20,0,1,5,0,893732,10,2,8,1468,1,15,1,1,29,0,0,1,2,1,2,10
0,55,1,2,7,0,399312,10,2,10,2305,2,7,0,17,25,0,0,1,0,3,0,9
0,39,0,3,4,0,436464,8,3,7,1758,1,7,1,22,39,1,1,1,3,0,0,9
0,30,1,1,6,0,436464,2,1,10,2202,3,6,1,18,38,9,1,1,3,4,1,9
0,27,0,2,9,1,7775818,2,2,10,2699,1,5,0,14,4,9,1,1,3,2,0,4
3,55,1,3,6,0,2651024,0,2,8,1552,1,4,1,12,26,0,0,1,1,1,1,6
2,29,0,3,7,1,2651024,4,2,9,2831,2,11,1,6,29,2,1,0,0,2,1,6
0,41,1,2,5,1,6941819,5,1,9,396,1,9,1,0,1,0,0,0,1,3,2,4
0,24,1,1,2,1,738824,5,1,2,2768,1,16,1,17,23,4,1,1,1,4,1,9
2,11,0,2,2,0,111985,1,2,12,395,3,6,1,13,22,6,1,1,0,3,0,8
0,52,0,2,3,0,2651024,6,3,9,921,2,15,0,14,10,2,1,1,0,3,0,4
2,55,1,3,8,1,148716,9,3,10,3832,2,3,1,14,3,0,0,0,3,1,1,6
0,19,1,2,5,0,6394389,2,1,5,875,3,6,1,16,13,4,1,0,0,1,0,4
0,44,0,4,7,1,9525596,8,2,8,3286,3,15,1,13,13,6,0,0,2,0,1,3
0,41,1,2,2,1,1360106,10,2,6,3139,2,4,1,21,5,3,0,1,3,4,0,9
0,21,0,2,3,1,967908,5,1,4,831,1,15,1,15,8,9,0,0,1,4,2,10
2,59,1,2,4,1,2074427,6,4,8,2690,2,3,0,10,6,3,0,0,0,4,2,6
2,22,0,2,7,0,891648,5,2,12,883,2,6,1,13,31,0,1,1,1,0,1,8
0,16,0,4,5,0,2651024,4,2,8,379,2,8,0,16,15,9,0,1,0,4,2,4
2,59,0,1,9,1,7850318,0,4,5,1682,3,2,1,17,29,5,0,1,3,0,0,4
2,53,1,2,5,1,837270,4,2,5,2389,1,6,1,21,6,3,0,0,0,2,2,8
0,27,0,2,5,0,6153800,3,7,5,3749,3,6,1,12,29,2,1,0,0,0,0,3
0,36,0,2,9,0,589089,6,2,12,897,2,21,1,14,8,3,0,1,1,4,2,9
2,28,0,3,0,0,9525596,10,2,10,1503,3,5,1,9,30,2,1,1,0,3,2,8
2,51,1,2,2,0,257205,3,2,9,1633,2,29,1,16,39,5,1,1,0,1,0,8
2,31,0,1,1,1,436464,10,1,5,3467,3,3,1,14,19,0,0,1,1,1,2,8
1,10,0,2,9,0,7135245,6,1,9,3139,2,6,0,23,26,9,0,0,1,2,0,6
1,22,0,3,1,1,6941819,10,7,12,3214,1,5,1,12,18,5,1,0,2,4,1,1
0,31,0,2,6,1,7508875,1,8,10,2372,1,4,1,12,1,2,1,1,1,0,0,3
2,24,1,1,8,1,218690,2,8,10,3467,2,1,1,14,19,4,0,1,2,2,2,6
0,14,0,1,3,0,2462054,10,2,8,2558,2,23,1,21,3,5,0,1,1,1,2,9
0,56,0,2,4,0,8543553,6,3,10,1869,2,2,1,21,20,9,0,0,2,4,2,4
3,14,0,1,8,1,148716,9,8,9,1987,1,3,0,21,10,4,0,1,2,1,2,6
0,19,0,1,0,0,949312,8,1,12,2832,3,3,1,14,29,4,1,0,1,3,2,10
0,46,1,3,9,0,6394389,0,4,5,1932,3,5,1,13,29,2,0,0,1,1,0,4
3,48,0,2,1,1,4983019,3,4,5,1468,2,2,0,16,9,6,1,1,1,1,2,6
0,26,0,2,6,0,2462054,4,3,5,1869,2,1,0,15,6,3,0,1,1,1,1,4
0,30,1,3,1,1,6394389,10,2,6,1507,2,5,1,5,12,1,0,1,0,4,1,4
0,19,0,2,7,0,556724,1,2,10,1649,1,5,0,13,14,3,1,0,2,1,2,10
2,30,0,2,7,0,5330846,9,1,9,3979,1,18,1,13,3,0,0,0,3,4,2,6
0,45,0,2,0,0,428343,8,3,12,1932,3,13,1,13,6,8,0,1,2,0,0,9
0,19,1,3,2,0,436464,1,3,10,533,3,8,1,13,11,7,0,0,3,2,2,9
1,11,1,2,5,0,556724,10,7,5,2573,1,10,1,11,15,5,0,1,2,2,1,6
0,60,0,2,6,1,893732,5,1,8,306,2,4,1,17,27,7,0,0,2,2,1,10
1,62,0,3,1,1,6251352,8,1,8,1825,3,3,0,16,19,4,1,1,1,4,2,6
1,6,1,3,5,0,2651024,3,2,8,1987,2,1,1,14,19,9,0,0,3,2,0,6
0,15,0,1,4,1,938438,6,2,5,2048,3,10,1,14,12,3,0,1,0,2,2,10
0,44,0,3,4,1,987529,4,2,5,673,2,10,1,14,20,3,0,0,3,0,0,9
0,29,2,3,1,0,571428,0,1,5,2699,3,16,1,14,18,8,0,1,1,0,0,9
0,20,0,1,0,1,1079127,10,2,10,521,2,6,0,15,7,2,0,1,1,4,2,9
0,34,1,4,5,1,329840,10,2,5,486,3,23,1,15,29,3,0,0,2,3,1,4
0,15,0,1,7,0,984830,0,2,10,337,2,10,0,8,20,1,0,0,0,4,2,10
0,60,0,1,7,0,1360106,1,8,6,2375,3,4,0,15,31,1,1,1,0,0,1,4
0,26,0,3,5,0,8154472,5,2,7,853,2,3,1,13,20,4,0,0,1,3,0,4
0,30,1,2,3,0,1795936,8,2,12,2160,1,10,1,14,9,6,1,1,2,4,2,9
1,16,0,1,2,1,588503,0,1,12,251,3,18,1,24,23,0,1,1,1,2,2,7
0,6,0,2,7,1,9525596,3,1,8,853,3,10,1,13,23,8,1,1,1,1,0,4
0,29,0,1,8,1,1360106,6,2,9,1552,3,15,0,21,1,6,1,0,0,0,1,9
2,20,1,1,3,0,3350881,3,4,0,768,2,4,1,5,14,2,1,1,0,3,0,6
0,23,0,3,6,1,6941819,6,2,12,1516,3,6,1,13,14,5,0,0,2,1,0,4
2,33,0,1,4,0,7775818,10,2,10,921,2,7,1,22,8,1,0,0,0,3,0,6
0,23,1,2,7,1,8973395,0,2,9,2832,3,7,1,10,40,5,0,0,2,1,1,4
1,22,0,2,6,0,588503,4,2,1,1516,1,10,0,12,3,3,1,1,2,3,2,1
1,27,0,3,1,0,212243,8,2,6,2672,3,6,1,12,5,2,1,0,0,2,0,9
0,20,1,1,2,0,6683746,1,2,5,1394,2,6,1,20,6,3,1,0,1,2,1,4
0,18,0,3,2,0,987529,1,2,8,2832,1,9,1,22,33,3,1,1,0,1,1,9
1,56,1,2,5,0,8348261,6,2,8,1355,2,2,1,13,6,3,1,1,2,1,2,4
3,20,1,3,5,0,148716,10,2,4,1355,3,2,1,22,40,2,0,1,0,3,0,8
0,19,0,1,4,1,4648178,5,1,8,521,3,21,1,14,27,2,1,1,1,4,2,4
0,53,0,2,8,1,1884102,0,8,9,883,1,6,1,13,3,2,1,0,3,3,1,4
0,45,0,1,8,1,5321373,3,4,12,2334,1,1,1,20,7,5,1,0,2,1,1,4
1,6,1,3,8,0,148716,5,2,12,1355,2,25,1,5,29,4,1,1,1,1,1,7
0,15,1,2,1,0,336197,5,2,10,673,2,15,1,14,5,3,0,0,0,0,1,9
2,20,1,1,6,0,2462054,2,1,8,1244,2,20,1,15,28,9,0,1,3,2,2,8
0,11,0,4,8,1,6683746,3,4,9,396,2,21,1,0,12,6,0,1,0,0,0,3
2,36,1,3,5,0,6941819,5,2,10,251,1,5,1,14,10,5,1,0,1,1,1,6
3,44,1,3,8,0,893732,3,4,5,1542,3,15,1,15,38,4,1,1,2,3,0,6
1,55,1,3,2,0,5007892,2,2,10,897,1,2,1,8,15,5,0,0,1,0,0,6
0,30,1,1,0,1,111985,5,2,8,1902,3,1,0,13,14,6,1,0,1,3,2,9
1,57,1,2,1,0,6394389,7,1,8,3286,1,10,0,20,10,5,0,1,3,4,1,6
3,11,0,3,1,1,656271,0,2,5,1542,3,17,1,16,7,7,0,0,2,1,0,8
0,11,1,2,7,0,150237,8,4,1,370,1,16,1,17,26,7,1,0,0,4,1,9
1,19,0,2,7,1,6153800,0,3,0,2558,1,6,1,24,12,6,0,1,2,3,2,1
0,30,0,2,1,0,589089,8,2,11,2299,3,15,1,21,11,8,0,1,0,2,2,9
0,20,1,1,1,1,4823265,9,2,7,1503,3,14,0,14,7,9,0,0,0,2,1,4
1,72,0,3,2,0,4492854,3,2,8,2558,3,15,1,9,7,6,0,0,0,4,1,6
0,25,0,3,5,0,1718402,7,4,12,921,2,3,0,14,17,5,0,0,3,4,2,4
0,28,0,1,9,1,738824,7,2,10,689,1,5,0,14,17,4,0,1,3,4,1,9
1,44,1,1,4,0,716230,9,2,5,3972,3,2,1,6,3,2,0,1,2,1,0,9
1,22,0,1,5,1,1079127,9,2,5,1682,1,1,1,5,11,8,0,1,1,4,0,1
1,42,0,1,0,1,112202,2,4,5,1758,2,17,1,21,10,3,0,0,1,0,1,9
3,19,0,1,9,0,8017090,2,2,10,1869,3,10,1,5,28,4,1,0,0,4,2,6
3,60,2,2,1,0,2338408,5,2,10,921,1,23,0,12,20,6,1,0,1,0,0,8
1,52,0,2,0,1,131480,3,2,10,831,1,8,0,13,1,8,0,0,3,3,1,9
1,22,0,2,6,1,816236,9,1,9,1682,2,14,1,14,27,8,0,1,1,1,0,1
0,73,0,2,1,0,329840,6,2,8,306,3,3,0,15,10,5,0,0,2,1,1,10
2,53,1,3,6,1,436464,10,2,9,1825,3,18,1,22,18,0,0,1,1,4,0,8
1,55,0,3,9,0,2753719,4,4,8,963,2,7,0,12,11,5,1,0,0,2,1,6
1,60,0,1,9,1,6969252,2,2,1,1166,3,15,1,14,7,4,0,1,0,2,0,6
0,29,1,3,3,1,3046609,9,1,8,2160,3,15,1,23,28,5,1,1,0,1,2,4
0,46,0,3,2,1,4492854,0,2,0,3139,2,24,1,1,27,6,0,0,0,2,0,4
0,8,2,2,5,1,335973,9,3,8,396,3,15,1,5,29,9,1,0,1,3,0,9
0,73,0,2,7,1,980184,7,2,8,3954,2,9,1,14,13,8,0,1,2,2,0,5
1,23,1,2,3,0,5381784,1,1,8,2299,1,24,1,15,3,5,0,1,1,1,0,2
1,37,1,1,1,1,329840,8,4,10,3912,2,4,0,17,10,8,0,0,0,2,1,9
0,13,1,3,4,0,3046609,0,2,5,828,3,15,0,5,3,9,0,0,3,1,0,4
0,19,0,1,0,1,893732,2,2,10,689,3,4,1,16,23,1,0,0,0,2,2,10
2,34,0,3,0,0,4823265,6,2,8,2672,3,14,1,14,26,2,0,1,0,2,1,6
3,20,0,3,0,0,215870,7,2,8,521,1,4,1,14,12,1,1,0,0,2,0,8
0,18,1,2,0,0,1884102,10,1,1,2048,1,8,1,13,12,1,1,1,3,3,2,9
0,31,0,3,1,0,2338408,3,1,12,2202,1,9,1,14,10,6,1,1,3,2,1,9
0,20,1,2,0,1,9525596,10,4,12,1902,3,1,0,14,19,3,1,0,0,3,1,3
0,52,0,3,4,1,403987,4,1,8,673,2,4,1,12,21,1,0,0,2,0,0,5
0,22,0,2,7,1,7775818,2,2,9,1649,1,25,1,14,31,8,1,1,1,1,1,4
0,18,0,3,1,1,588503,6,2,9,2768,3,2,0,17,29,5,0,1,0,0,2,9
1,58,0,3,0,1,6941819,9,2,9,1166,1,3,0,20,4,2,0,0,1,0,1,4
0,48,0,2,3,0,6153800,6,2,3,370,1,4,0,15,11,2,0,0,3,2,2,4
0,53,2,4,1,0,589089,2,1,0,1552,3,18,1,6,30,5,1,1,3,3,1,5
0,15,0,1,7,0,8596595,6,1,4,2375,1,10,0,14,10,7,1,0,0,0,1,4
2,30,0,3,2,1,7850318,3,2,12,251,2,7,1,21,8,2,1,0,3,4,1,4
0,19,0,3,0,1,8348261,10,7,7,1219,1,17,1,6,38,3,0,0,3,1,2,3
0,20,0,1,2,1,5381784,8,1,4,2305,1,10,1,10,18,1,0,1,0,0,0,4
0,56,1,3,4,0,7508875,1,8,5,845,1,15,1,16,28,8,0,0,3,2,2,3
0,29,1,2,7,0,4782671,5,2,12,543,2,28,1,12,11,1,0,1,2,1,1,4
1,53,2,1,8,0,571428,3,1,4,543,1,21,0,24,11,9,0,1,2,4,2,7
0,24,0,2,8,0,8596595,6,3,5,1507,3,21,1,9,9,3,1,0,2,3,0,4
0,30,0,3,3,1,335973,9,1,5,1516,1,6,0,7,21,1,1,1,2,4,1,9
0,46,0,2,5,1,335973,7,2,5,3286,3,10,1,13,38,5,1,1,2,3,0,9
2,11,0,3,4,0,8017090,1,4,8,1552,3,3,1,24,17,7,1,1,3,0,2,8
2,36,1,3,9,1,816236,0,2,10,1869,3,8,0,12,5,9,0,0,1,3,0,8
0,25,0,1,1,0,4648178,10,3,7,2558,1,10,1,2,10,4,1,1,1,0,0,4
0,23,1,2,5,1,257205,1,1,8,2445,3,10,1,13,3,3,0,0,1,1,2,9
0,7,1,3,1,0,816236,9,2,5,3972,2,21,0,6,1,8,1,1,0,2,0,9
0,36,1,2,7,0,1069422,1,1,12,2558,1,15,1,3,17,7,1,0,0,3,0,9
1,34,0,2,5,1,260870,0,7,10,1767,2,8,1,13,10,4,0,1,1,2,0,6
1,41,0,4,2,0,1884102,2,2,5,379,3,10,1,17,29,8,0,0,1,0,2,6
1,39,1,1,4,0,680555,4,2,5,3467,1,8,1,15,20,6,0,0,0,2,2,9
0,23,0,2,0,0,3046609,7,4,5,486,2,6,1,13,20,9,0,0,0,4,2,4
0,62,0,1,4,0,738824,6,2,12,2768,3,15,1,21,29,6,1,0,2,2,2,10
0,17,1,3,7,1,8273815,5,1,12,306,3,2,1,21,29,7,0,1,1,0,1,4
2,52,1,3,5,1,893732,0,2,8,3467,2,15,0,12,20,0,1,1,3,4,2,8
0,53,1,2,6,0,436464,5,2,5,370,3,1,0,13,1,8,0,0,2,3,0,9
0,25,2,3,1,1,3832751,0,2,10,519,2,1,1,14,29,7,0,0,2,0,0,4
0,7,0,2,2,0,9587831,4,2,6,1394,2,9,1,17,16,2,1,0,1,0,1,4
0,30,0,1,4,1,980184,1,2,3,897,1,16,1,16,30,8,0,0,1,3,2,9
0,51,1,1,0,0,3017170,6,1,10,2573,1,7,1,14,18,7,1,0,3,2,1,5
0,25,0,3,4,0,862365,6,2,8,2690,1,10,1,12,25,1,1,0,3,1,0,9
0,36,0,3,2,1,104907,0,2,12,1718,3,4,0,13,10,2,0,0,1,2,1,9
0,30,1,2,1,0,148716,9,8,10,1219,2,15,1,17,22,1,1,0,1,0,0,4
3,18,1,2,3,0,3498858,8,2,10,3979,3,14,0,6,25,7,0,0,1,4,1,6
2,13,0,3,8,1,893732,9,2,9,1987,1,15,1,17,31,0,1,1,3,0,1,8
0,19,0,2,1,0,4492854,1,2,5,3286,3,6,1,17,31,4,0,0,0,2,0,4
0,17,0,2,5,1,5007892,0,1,5,875,3,10,1,12,10,4,1,1,0,1,2,4
0,21,2,3,3,0,3046609,7,2,10,2389,1,6,1,22,1,3,0,1,2,0,0,4
0,19,0,3,9,1,150237,10,7,10,2299,2,3,1,12,29,9,1,1,1,2,2,4
0,27,0,3,6,0,1164430,4,2,11,3467,1,10,0,16,23,9,0,0,3,2,2,9
2,36,0,2,4,0,9525596,1,2,10,407,1,1,1,14,18,4,1,1,2,2,0,4
0,11,0,3,5,0,131480,3,4,10,3972,1,23,1,15,8,2,0,1,3,2,1,4
3,30,1,3,2,0,277431,6,2,2,1682,3,15,1,9,23,2,0,0,2,3,1,8
1,35,1,3,4,1,2338408,1,1,10,768,1,15,1,6,25,6,1,0,0,3,2,6
